country,hdi,life_expectancy,expec_yr_school,mean_yr_school,gross_inc_percap,HDI_Category
Afghanistan,0.284,45.967,2.936460018,0.871961963,3115.670448,Low
Afghanistan,0.292,46.663,3.228456167,0.915267456,2817.304736,Low
Afghanistan,0.299,47.596,3.520452316,0.95857295,2474.681985,Low
Afghanistan,0.307,51.466,3.812448465,1.001878443,1723.019763,Low
Afghanistan,0.3,51.495,4.104444614,1.045183937,1202.010488,Low
Afghanistan,0.318,52.544,4.396440763,1.08848943,1477.061709,Low
Afghanistan,0.326,53.243,4.688436912,1.123601992,1468.355839,Low
Afghanistan,0.33,53.634,4.980433061,1.158714555,1338.724144,Low
Afghanistan,0.329,52.943,5.272429209,1.193827117,1227.293565,Low
Afghanistan,0.337,54.846,5.564425358,1.228939679,1122.32257,Low
Afghanistan,0.34,55.298,5.856421507,1.264052241,1047.342686,Low
Afghanistan,0.344,55.798,6.148417656,1.315550666,981.1335542,Low
Afghanistan,0.368,56.454,6.440413805,1.367049091,1364.239872,Low
Afghanistan,0.379,57.344,6.732409954,1.418547515,1465.417987,Low
Afghanistan,0.395,57.944,7.600430012,1.47004594,1453.663264,Low
Afghanistan,0.402,58.361,7.858029938,1.521544365,1508.275616,Low
Afghanistan,0.41,58.684,8.115629864,1.595280745,1577.870182,Low
Afghanistan,0.426,59.111,8.37322979,1.669017126,1894.877589,Low
Afghanistan,0.431,59.852,8.630829716,1.742753507,1838.976743,Low
Afghanistan,0.441,60.364,8.888429642,1.816489888,1953.65815,Low
Afghanistan,0.449,60.851,9.180809975,1.890226268,2006.788911,Low
Afghanistan,0.457,61.419,9.473190308,1.937043018,2059.012272,Low
Afghanistan,0.467,61.923,9.803686778,1.983859768,2174.350605,Low
Afghanistan,0.475,62.417,10.13418325,2.030676517,2244.209474,Low
Afghanistan,0.48,62.545,10.46467972,2.077493267,2222.094339,Low
Afghanistan,0.479,62.659,10.48297477,2.124310017,2142.689163,Low
Afghanistan,0.483,63.136,10.50126982,2.267770012,2122.363226,Low
Afghanistan,0.485,63.016,10.51956487,2.411230008,2123.676477,Low
Afghanistan,0.486,63.081,10.53785992,2.554690003,2082.113799,Low
Afghanistan,0.492,63.565,10.62129205,2.698149999,2112.986381,Low
Afghanistan,0.488,62.575,10.70538475,2.841609995,1986.803772,Low
Afghanistan,0.473,61.982,10.70538475,2.98506999,1534.135377,Low
Afghanistan,0.462,62.879,10.70538475,2.514790058,1335.205733,Low
Albania,0.649,73.144,11.57933998,7.354632085,4964.172443,Medium
Albania,0.632,73.378,11.78129959,7.352753507,3501.732374,Medium
Albania,0.616,73.715,10.65800953,7.350874929,3177.137422,Medium
Albania,0.618,73.939,10.07353973,7.348996351,3595.914885,Medium
Albania,0.623,74.131,9.992659569,7.347117774,3950.845018,Medium
Albania,0.632,74.362,10.05914021,7.345239196,4559.593062,Medium
Albania,0.644,74.592,10.16149998,7.627025866,5016.104303,Medium
Albania,0.641,73.904,10.36505985,7.908812536,4496.157339,Medium
Albania,0.656,74.99,10.54819012,8.190599206,4952.589971,Medium
Albania,0.668,75.183,10.63376045,8.472385876,5595.604803,Medium
Albania,0.678,75.404,10.70049,8.754172545,6065.186702,Medium
Albania,0.687,75.639,10.91763973,8.823679924,6645.338962,Medium
Albania,0.692,75.89,11.02056026,8.888405664,6920.545333,Medium
Albania,0.701,76.142,11.37574959,8.953131403,7341.553651,High
Albania,0.707,76.376,11.50094032,9.017857143,7756.637448,High
Albania,0.72,76.621,12.2344799,9.082582882,8197.982293,High
Albania,0.728,76.816,12.55426025,9.147308622,8814.489301,High
Albania,0.74,77.549,12.9734602,9.212034362,9399.455701,High
Albania,0.747,77.653,13.17510033,9.276760101,9962.428183,High
Albania,0.752,77.781,13.36019993,9.451739947,10153.08169,High
Albania,0.766,77.936,14.1717701,9.626719793,10643.04263,High
Albania,0.779,78.092,15.00177956,9.801699638,11056.62958,High
Albania,0.789,78.064,15.76570988,10.02511024,11146.24731,High
Albania,0.793,78.123,15.99631023,10.01542816,11552.96617,High
Albania,0.797,78.407,16.24332047,10.00574608,11691.6318,High
Albania,0.797,78.644,15.91224003,9.996063995,12016.28065,High
Albania,0.795,78.86,15.44941998,9.986381912,12484.60659,High
Albania,0.796,79.047,15.32594013,9.976699829,12802.17594,High
Albania,0.797,79.184,15.10783005,10.02484799,13302.73303,High
Albania,0.8,79.282,15.1776104,10.07299615,13481.9718,Very High
Albania,0.784,76.989,14.75971985,10.12114431,13069.1277,High
Albania,0.785,76.463,14.57174969,10.12114431,14399.78047,High
Albania,0.789,76.833,14.48746967,10.12114431,15293.32651,High
Algeria,0.593,67.416,9.797889709,4.614607921,8592.763017,Medium
Algeria,0.596,67.688,9.823940277,4.830320362,8177.384759,Medium
Algeria,0.601,67.757,9.909230232,5.046032803,8208.306614,Medium
Algeria,0.602,67.719,9.915590286,5.261745244,7917.633629,Medium
Algeria,0.603,67.361,9.986069679,5.477457686,7651.361892,Medium
Algeria,0.607,67.454,9.958029747,5.693170127,7737.878323,Medium
Algeria,0.618,68.749,10.12388992,5.876116121,7902.659495,Medium
Algeria,0.626,69.171,10.41034667,6.059062116,7901.092981,Medium
Algeria,0.635,69.451,10.69680341,6.24200811,8215.514922,Medium
Algeria,0.644,70.032,10.98326015,6.424954105,8327.85387,Medium
Algeria,0.652,70.478,11.22196007,6.607900099,8459.649799,Medium
Algeria,0.659,70.823,11.46065998,6.695277291,8724.944875,Medium
Algeria,0.668,71.23,11.86806965,6.782654482,9026.512358,Medium
Algeria,0.675,71.287,12.13883018,6.870031674,9551.519199,Medium
Algeria,0.683,71.762,12.47397995,6.957408865,9773.751115,Medium
Algeria,0.69,72.061,12.72078991,7.044786056,10106.23758,Medium
Algeria,0.696,72.334,12.81142044,7.268690109,10198.97388,Medium
Algeria,0.701,72.602,12.98950005,7.327584982,10619.53215,High
Algeria,0.709,72.941,13.43463516,7.386479855,10744.04508,High
Algeria,0.716,73.62,13.87977028,7.353188038,10708.17326,High
Algeria,0.721,73.808,14.23808002,7.319896221,10955.31455,High
Algeria,0.725,74.123,14.46667957,7.286604404,10980.75981,High
Algeria,0.726,74.202,14.55951595,7.253312588,11103.42939,High
Algeria,0.729,74.615,14.65235233,7.220020771,11118.24878,High
Algeria,0.732,75.11,14.74518871,7.186728954,11289.71929,High
Algeria,0.736,75.622,14.83802509,7.153437138,11475.06575,High
Algeria,0.738,75.732,14.93086147,7.120145321,11768.62267,High
Algeria,0.738,75.743,15.02369785,7.086853504,11633.27212,High
Algeria,0.74,76.066,15.11653423,7.053561687,11438.08358,High
Algeria,0.742,76.474,15.20937061,7.020269871,11353.52181,High
Algeria,0.73,74.453,15.30220699,6.987443608,10634.88398,High
Algeria,0.74,76.377,15.39504337,6.987443608,10823.11813,High
Algeria,0.745,77.129,15.48787975,6.987443608,10978.40571,High
Andorra,0.815,80.919,10.54659613,9.806363724,47337.67509,Very High
Andorra,0.823,81.686,10.6498922,9.891956443,49880.86201,Very High
Andorra,0.828,82.237,10.75419998,9.978296239,49919.16919,Very High
Andorra,0.836,83.921,10.59714985,10.06538963,52014.13393,Very High
Andorra,0.828,80.084,10.46098995,10.70065022,54033.49199,Very High
Andorra,0.828,81.76,10.48631954,10.08963966,54886.10447,Very High
Andorra,0.842,82.966,10.65847969,10.41322041,57242.22375,Very High
Andorra,0.851,82.659,11.27224493,10.4421978,59658.10297,Very High
Andorra,0.857,82.698,11.88601017,10.47117519,57906.85272,Very High
Andorra,0.859,82.752,12.09902763,10.50015259,56471.98437,Very High
Andorra,0.863,82.816,12.3120451,10.52912998,57162.41881,Very High
Andorra,0.867,82.897,12.52506256,10.55810738,57928.79101,Very High
Andorra,0.867,82.917,12.73808002,10.58708477,54701.56095,Very High
Andorra,0.851,82.934,11.50372028,10.61606216,52499.18981,Very High
Andorra,0.854,82.948,11.60803986,10.64503956,53623.11247,Very High
Andorra,0.856,82.953,11.80185032,10.57328033,54297.45937,Very High
Andorra,0.859,82.967,11.97064018,10.55609989,55695.3318,Very High
Andorra,0.86,82.98,11.92259026,10.73232317,54906.34823,Very High
Andorra,0.863,82.992,11.92751026,10.90854645,54904.29006,Very High
Andorra,0.865,83.004,11.92630959,11.08476973,55035.01786,Very High
Andorra,0.843,79.023,11.91193008,11.260993,48026.39049,Very High
Andorra,0.855,80.368,11.98771,11.43721628,51128.3475,Very High
Andorra,0.884,83.552,12.7837801,11.61343956,54233.44948,Very High
Angola,0.369,45.386,4.39485838,3.387042502,3735.262419,Low
Angola,0.38,46.024,4.82183675,3.425696188,3912.938567,Low
Angola,0.39,46.59,5.248815119,3.464791,3950.498475,Low
Angola,0.406,47.386,5.675793489,3.505244769,4658.73107,Low
Angola,0.424,49.617,6.102771858,3.545698537,4682.129125,Low
Angola,0.437,50.592,6.529750228,3.586152306,4926.365188,Low
Angola,0.451,51.57,6.956728597,3.626606075,5385.175682,Low
Angola,0.463,52.369,7.383706967,3.667059843,5666.71833,Low
Angola,0.48,53.642,7.810685337,3.707513612,6355.22531,Low
Angola,0.492,54.633,8.237663706,3.747967381,6489.314406,Low
Angola,0.506,55.752,8.664642076,3.788421149,7000.983424,Low
Angola,0.516,56.726,9.091620445,3.828874918,6909.368945,Low
Angola,0.533,57.596,10.07281971,3.869328687,6872.533242,Low
Angola,0.545,58.623,10.4918,3.909782456,7256.369381,Low
Angola,0.555,59.307,10.9107,3.950236224,7437.535052,Medium
Angola,0.565,60.04,11.3297,3.990689993,7651.196992,Medium
Angola,0.591,60.655,11.7487,5.315629959,7585.829435,Medium
Angola,0.595,61.092,12.16763687,5.417390823,7111.865908,Medium
Angola,0.597,61.68,12.1676,5.521099768,6772.546424,Medium
Angola,0.598,62.144,12.1676,5.626794086,6310.063799,Medium
Angola,0.597,62.448,12.1676,5.734511785,5918.032996,Medium
Angola,0.594,62.261,12.1676,5.844291601,5487.669515,Medium
Angola,0.59,61.643,12.1676,5.844291601,5332.94813,Medium
Angola,0.591,61.929,12.1676,5.844291601,5327.788251,Medium
Antigua and Barbuda,0.816,76.131,15.63976002,10.04463301,22369.73769,Very High
Antigua and Barbuda,0.816,76.41,15.56513977,10.09119642,22102.01363,Very High
Antigua and Barbuda,0.81,76.669,15.49051952,10.13797568,19225.41262,Very High
Antigua and Barbuda,0.808,76.82,15.58386993,10.18497179,17736.69548,Very High
Antigua and Barbuda,0.805,77.104,15.30879974,10.23218576,17054.12146,Very High
Antigua and Barbuda,0.811,77.35,15.58716011,10.2796186,17301.81341,Very High
Antigua and Barbuda,0.812,77.583,15.57778636,10.32727132,17327.14472,Very High
Antigua and Barbuda,0.815,77.858,15.56841824,10.37492404,17791.96348,Very High
Antigua and Barbuda,0.818,77.913,15.55905576,10.42257676,18428.04484,Very High
Antigua and Barbuda,0.822,78.152,15.54969891,10.47022948,19265.33457,Very High
Antigua and Barbuda,0.824,78.268,15.54034768,10.5178822,19701.74462,Very High
Antigua and Barbuda,0.828,78.511,15.53100208,10.52733136,20907.67572,Very High
Antigua and Barbuda,0.831,78.691,15.5216621,10.53678052,21761.67633,Very High
Antigua and Barbuda,0.82,78.841,15.51232774,10.54622968,17222.93616,Very High
Antigua and Barbuda,0.819,78.497,15.51232774,10.54622968,17420.06637,Very High
Antigua and Barbuda,0.826,79.236,15.51232774,10.54622968,18783.96536,Very High
Argentina,0.724,71.784,13.39248967,8.126089428,13588.67644,High
Argentina,0.731,72.319,13.35243988,8.192950249,14790.84536,High
Argentina,0.736,72.43,13.31250985,8.260361195,15920.94513,High
Argentina,0.74,72.565,13.27257983,8.327772141,17102.54385,High
Argentina,0.746,73.172,13.2326498,8.395183086,17828.82733,High
Argentina,0.747,73.133,13.45425487,8.462594032,17032.72048,High
Argentina,0.752,73.307,13.67585993,8.530004978,17709.57534,High
Argentina,0.758,73.09,13.89746499,8.597415924,18899.05591,High
Argentina,0.764,73.474,14.11907005,8.66482687,19334.52072,High
Argentina,0.774,73.722,15.17325974,8.732237816,18440.33403,High
Argentina,0.78,73.926,15.68756962,8.799648762,18080.92481,High
Argentina,0.785,74.186,16.30578041,8.867059708,17058.178,High
Argentina,0.785,74.408,16.39250946,9.391139984,14647.64818,High
Argentina,0.793,74.08,16.26638985,9.915220261,15976.10128,High
Argentina,0.798,74.855,16.29898071,10.00709343,15983.82803,High
Argentina,0.802,75.139,16.01845932,10.0989666,17191.18749,Very High
Argentina,0.814,75.433,16.17373085,10.19083977,20034.44635,Very High
Argentina,0.817,75.006,16.18906021,10.29859972,21766.02881,Very High
Argentina,0.825,75.641,16.38180923,10.40635967,22448.2236,Very High
Argentina,0.827,75.936,16.7100296,10.54321003,20779.32028,Very High
Argentina,0.834,75.721,17.02877998,10.59963989,22733.14315,Very High
Argentina,0.842,76.124,17.26371956,10.69979,23942.4341,Very High
Argentina,0.844,76.467,17.23535919,10.78507042,23555.62317,Very High
Argentina,0.846,76.491,17.2339592,10.89459991,23913.50105,Very High
Argentina,0.847,76.755,17.42231941,10.90851021,23086.01735,Very High
Argentina,0.85,76.76,17.58465958,10.91755009,23506.88132,Very High
Argentina,0.848,76.308,17.85773087,10.92819023,22692.46439,Very High
Argentina,0.853,76.833,17.84296989,11.01644516,22994.82645,Very High
Argentina,0.852,76.999,17.85782051,11.10470009,21922.97222,Very High
Argentina,0.853,77.284,18.08637047,11.12439013,21205.4712,Very High
Argentina,0.841,75.892,18.36116028,11.14408016,19183.11525,Very High
Argentina,0.844,75.39,18.97950935,11.14408016,21093.47399,Very High
Argentina,0.849,76.064,18.97950935,11.14408016,22047.97131,Very High
Armenia,0.658,68.821,11.20504035,9.781759786,5183.292903,Medium
Armenia,0.646,68.643,10.74901009,9.851629499,4489.995708,Medium
Armenia,0.611,68.627,10.31153965,9.921499211,2640.652135,Medium
Armenia,0.613,68.841,10.7276001,9.991368924,2491.056752,Medium
Armenia,0.617,69.073,10.47511005,10.06123864,2679.180791,Medium
Armenia,0.623,69.311,10.17511988,10.13110835,2999.253304,Medium
Armenia,0.627,69.783,9.8751297,10.20291889,3202.572549,Medium
Armenia,0.635,69.91,10.15093994,10.27472943,3444.418605,Medium
Armenia,0.647,70.514,10.73042965,10.34653996,3624.935347,Medium
Armenia,0.651,70.257,10.87100983,10.4183505,3780.554474,Medium
Armenia,0.656,70.624,10.72482014,10.49016104,4047.936378,Medium
Armenia,0.661,70.932,10.50561047,10.48822021,4481.334166,Medium
Armenia,0.67,71.018,10.54656029,10.55885315,5144.307204,Medium
Armenia,0.681,71.436,10.58751011,10.62948608,5902.46103,Medium
Armenia,0.689,71.421,10.62845993,10.70011902,6610.487557,Medium
Armenia,0.701,71.792,10.88076973,10.77075195,7579.667948,High
Armenia,0.714,71.987,11.33533955,10.84138489,8681.502959,High
Armenia,0.73,72.327,11.92838955,10.91201782,10016.91671,High
Armenia,0.733,72.398,11.69701958,10.98265076,10843.06722,High
Armenia,0.732,72.813,12.23157978,11.05328369,9186.422728,High
Armenia,0.739,73.16,12.42601967,11.12391663,9517.273781,High
Armenia,0.743,73.305,12.55574036,11.19454956,9892.559907,High
Armenia,0.751,73.454,12.67855024,11.28896475,10718.40027,High
Armenia,0.757,73.676,12.80136013,11.38337994,11336.71194,High
Armenia,0.764,74.058,13.07810974,11.47779512,11608.18646,High
Armenia,0.769,74.436,13.13249016,11.57221031,11966.45645,High
Armenia,0.773,74.664,13.36215019,11.68974018,11854.25984,High
Armenia,0.775,74.906,13.59181023,11.18758965,12949.74955,High
Armenia,0.781,75.064,13.82147026,11.23515987,13459.01813,High
Armenia,0.789,75.439,13.99892044,11.2827301,14521.83832,High
Armenia,0.769,72.173,14.07796955,11.33030033,13181.64894,High
Armenia,0.774,72.043,14.43037987,11.33030033,13813.88142,High
Armenia,0.786,73.372,14.40561008,11.33030033,15388.29976,High
Australia,0.864,77.044,17.4329358,11.22770758,28963.94423,Very High
Australia,0.866,77.483,17.43243413,11.249762,28760.16478,Very High
Australia,0.868,77.477,17.43193246,11.27181643,29964.00387,Very High
Australia,0.873,78.01,17.43143082,11.29387086,31005.34711,Very High
Australia,0.873,77.856,17.43092918,11.31592528,31489.40915,Very High
Australia,0.882,78.262,18.97002983,11.33797971,32314.90021,Very High
Australia,0.884,78.349,19.51165962,11.32795497,33255.27122,Very High
Australia,0.887,78.632,20.28628922,11.31793023,34488.03062,Very High
Australia,0.891,79.028,20.45081096,11.30790549,35835.98832,Very High
Australia,0.894,79.285,20.61533271,11.29788075,36929.69602,Very High
Australia,0.896,79.631,20.77985446,11.28785601,37285.52817,Very High
Australia,0.9,80.016,20.9443762,11.34399455,38345.47319,Very High
Australia,0.902,80.064,21.10889795,11.40013309,39035.72807,Very High
Australia,0.906,80.455,21.2734197,11.45627163,40207.24974,Very High
Australia,0.908,80.751,21.43794145,11.51241016,40642.13043,Very High
Australia,0.911,81.113,21.60246319,11.54751968,41168.0418,Very High
Australia,0.914,81.282,21.76698494,11.6446104,41858.09781,Very High
Australia,0.916,81.26,21.93150669,11.7118597,42760.18162,Very High
Australia,0.92,81.459,22.09602843,11.9376297,42962.35043,Very High
Australia,0.922,81.766,22.26055018,11.98707962,42906.86571,Very High
Australia,0.924,82.055,22.42507193,12.03444004,43158.47472,Very High
Australia,0.927,82.134,22.58959368,12.11583996,44610.72803,Very High
Australia,0.931,82.346,22.75411542,12.29574013,45268.49248,Very High
Australia,0.929,82.604,22.91863717,12.01885986,45609.49362,Very High
Australia,0.931,82.568,23.08315892,12.16699982,46153.7987,Very High
Australia,0.933,82.655,23.24768066,12.2456398,46562.89056,Very High
Australia,0.936,82.871,22.85634995,12.35210991,46712.89751,Very High
Australia,0.937,83.001,21.95104027,12.42234039,47086.51429,Very High
Australia,0.941,83.387,20.42849922,12.55362034,47256.85514,Very High
Australia,0.941,83.11,21.37561989,12.65668964,47054.49255,Very High
Australia,0.948,84.324,20.93943977,12.72681999,48074.57131,Very High
Australia,0.949,84.526,21.0800209,12.72681999,48075.67425,Very High
Australia,0.946,83.579,21.0800209,12.72681999,49257.1352,Very High
Austria,0.823,75.74,13.84039021,10.20033055,37786.54033,Very High
Austria,0.826,75.793,13.9349699,10.29016018,38510.28148,Very High
Austria,0.832,75.993,14.23005962,10.3807809,38808.53857,Very High
Austria,0.836,76.226,14.41880989,10.47140162,38720.41386,Very High
Austria,0.841,76.543,14.62075996,10.56202235,39418.02542,Very High
Austria,0.847,76.777,14.82771015,10.65264307,40264.30902,Very High
Austria,0.852,77.027,14.96805954,10.74326379,41294.77151,Very High
Austria,0.856,77.429,15.00072956,10.83388451,41935.75294,Very High
Austria,0.861,77.783,15.08288002,10.92450523,43325.1685,Very High
Austria,0.865,77.956,15.15789445,11.01512596,44329.53112,Very High
Austria,0.87,78.236,15.23290888,11.10574668,46056.68451,Very High
Austria,0.874,78.719,15.30792332,11.1963674,46225.3902,Very High
Austria,0.878,78.847,15.38293775,11.28698812,47137.63034,Very High
Austria,0.88,78.85,15.45795218,11.37760884,47510.2663,Very High
Austria,0.886,79.363,15.53296661,11.46822957,48564.17121,Very High
Austria,0.889,79.521,15.60798105,11.55885029,49280.0232,Very High
Austria,0.893,79.966,15.68299548,11.54505491,50960.16583,Very High
Austria,0.896,80.167,15.75800991,11.53125954,52510.5402,Very High
Austria,0.899,80.364,15.86114979,11.46809959,53611.22504,Very High
Austria,0.898,80.207,15.86686993,11.67436981,51007.44766,Very High
Austria,0.903,80.464,16.12933922,11.71487999,52277.59515,Very High
Austria,0.907,80.829,16.17313004,11.71115017,53356.39616,Very High
Austria,0.909,80.841,16.30450058,11.75162983,53349.76165,Very High
Austria,0.907,81.078,16.03704071,11.78754044,53138.15998,Very High
Austria,0.911,81.39,16.02224922,12.01449966,53001.21944,Very High
Austria,0.91,81.159,16.03313065,12.07699013,52352.33627,Very High
Austria,0.913,81.593,15.89675999,12.11466026,53340.75718,Very High
Austria,0.914,81.639,15.94421005,12.15911961,53665.02668,Very High
Austria,0.917,81.686,16.02190971,12.20790482,54677.54634,Very High
Austria,0.92,81.908,16.07625008,12.25669003,55647.00605,Very High
Austria,0.916,81.504,16.12446976,12.30571367,52446.03371,Very High
Austria,0.92,81.58,16.36746025,12.30571367,54360.74096,Very High
Austria,0.926,82.412,16.36746025,12.30571367,56529.66329,Very High
Azerbaijan,0.6,62.305,11.47485582,9.921096274,2923.538298,Medium
Azerbaijan,0.603,62.622,11.55033249,9.985629775,2934.137741,Medium
Azerbaijan,0.609,62.973,11.6263056,10.05058305,3086.558038,Medium
Azerbaijan,0.618,63.561,11.70277844,10.11595882,3396.101783,Medium
Azerbaijan,0.628,64.189,11.77975428,10.18175983,3754.972664,Medium
Azerbaijan,0.635,64.891,11.85723644,10.24885607,3893.550199,Medium
Azerbaijan,0.644,65.51,11.93522824,10.3159523,4199.720351,Medium
Azerbaijan,0.654,66.239,12.01373303,10.38304853,4566.538056,Medium
Azerbaijan,0.663,66.756,12.0927542,10.45014477,5003.813821,Medium
Azerbaijan,0.67,67.346,12.17229513,10.517241,5312.645342,Medium
Azerbaijan,0.682,67.562,12.25235925,10.58433723,6251.171806,Medium
Azerbaijan,0.701,68.165,12.33295,10.65143347,8249.356333,High
Azerbaijan,0.714,68.603,12.41514501,10.7185297,9876.347158,High
Azerbaijan,0.723,68.811,12.49734003,10.73077965,11339.80921,High
Azerbaijan,0.729,69.356,12.57953504,10.45223045,12625.62044,High
Azerbaijan,0.733,69.529,12.66173005,10.46595001,13284.94553,High
Azerbaijan,0.735,69.984,12.74392507,10.4671402,13002.31301,High
Azerbaijan,0.739,70.36,12.82612008,10.47150993,13272.62095,High
Azerbaijan,0.745,70.881,12.90831509,10.47587967,13956.4303,High
Azerbaijan,0.749,71.116,12.99051011,10.47768021,14466.53294,High
Azerbaijan,0.751,71.451,13.07270512,10.47585011,14398.44846,High
Azerbaijan,0.752,72.004,13.15490013,10.55539989,13388.75218,High
Azerbaijan,0.754,72.248,13.23709515,10.54459953,13587.53119,High
Azerbaijan,0.757,72.76,13.31929016,10.54176044,13533.53249,High
Azerbaijan,0.762,73.102,13.48124027,10.5429697,13897.39335,High
Azerbaijan,0.722,66.868,12.63204002,10.55612992,13683.77025,High
Azerbaijan,0.738,69.366,12.67770004,10.55612992,14408.1067,High
Azerbaijan,0.76,73.488,12.71063042,10.55612992,15018.05443,High
Bahamas,0.76,70.133,11.29223459,10.01280022,34032.56457,High
Bahamas,0.757,69.616,11.30924636,10.11538124,31934.95537,High
Bahamas,0.762,70.668,11.32628377,10.21796227,30862.45104,High
Bahamas,0.762,70.656,11.34334683,10.32054329,29916.29929,High
Bahamas,0.765,70.851,11.36043561,10.42312431,30232.33113,High
Bahamas,0.773,70.763,11.37755013,10.52570534,35502.41846,High
Bahamas,0.778,70.71,11.39469043,10.62828636,38757.3737,High
Bahamas,0.775,71.054,11.41185655,10.73086739,33618.32155,High
Bahamas,0.776,71.456,11.42904853,10.83344841,31447.06156,High
Bahamas,0.784,71.771,11.44626642,10.93602943,35181.8708,High
Bahamas,0.788,72.041,11.46351024,11.03861046,36076.12626,High
Bahamas,0.79,72.11,11.48078004,11.1210104,36287.9169,High
Bahamas,0.792,72.232,11.49807586,11.20341034,36841.47622,High
Bahamas,0.793,72.402,11.51539773,11.28581028,36044.25695,High
Bahamas,0.795,72.478,11.5327457,11.36821022,35962.10629,High
Bahamas,0.798,72.765,11.5501198,11.45061016,36554.31412,High
Bahamas,0.8,72.855,11.56752008,11.5330101,36878.42545,Very High
Bahamas,0.8,72.678,11.58494657,11.61541004,36853.45782,Very High
Bahamas,0.801,72.667,11.60239931,11.69780998,36036.85528,Very High
Bahamas,0.798,72.579,11.61987835,11.78020992,33789.6262,High
Bahamas,0.8,72.731,11.63738372,11.86260986,33591.01194,Very High
Bahamas,0.8,72.564,11.65491546,11.94677192,33388.75251,Very High
Bahamas,0.803,72.753,11.67247361,12.03153108,33977.48273,Very High
Bahamas,0.804,73.024,11.69005822,12.11689158,32498.22024,Very High
Bahamas,0.807,73.366,11.70764282,12.20285769,32521.56195,Very High
Bahamas,0.807,73.104,11.72522743,12.28943371,32642.82302,Very High
Bahamas,0.809,73.537,11.74281203,12.37662396,32035.25553,Very High
Bahamas,0.812,73.632,11.76039663,12.46443281,32753.61997,Very High
Bahamas,0.814,73.806,11.80405766,12.55286464,32265.5103,Very High
Bahamas,0.802,71.205,11.84771869,12.64192386,32291.86455,Very High
Bahamas,0.798,72.677,11.89137971,12.73161494,24649.01825,High
Bahamas,0.799,71.598,11.89137971,12.73161494,28178.29448,High
Bahamas,0.82,74.358,11.89137971,12.73161494,32534.88784,Very High
Bahrain,0.733,72.668,13.29489804,5.108272499,39137.16858,High
Bahrain,0.727,72.764,12.49958038,5.387740135,38598.50737,High
Bahrain,0.727,72.953,11.75183964,5.68249712,42416.39005,High
Bahrain,0.732,73.375,11.5489397,5.977254105,44239.02663,High
Bahrain,0.732,73.517,11.29162979,6.272011089,41633.74867,High
Bahrain,0.737,73.799,11.17031956,6.566768074,42316.54989,High
Bahrain,0.742,74.355,11.00928974,6.861525059,42547.12886,High
Bahrain,0.747,74.535,11.06060664,7.156282043,40988.27681,High
Bahrain,0.753,74.641,11.11192354,7.451039028,42114.69975,High
Bahrain,0.761,74.98,11.16324043,7.745796013,42802.19131,High
Bahrain,0.775,75.496,11.61752534,8.040552998,45069.75225,High
Bahrain,0.786,75.908,12.07181025,8.335309982,44596.96124,High
Bahrain,0.792,76.088,12.52609515,8.301632245,44454.77914,High
Bahrain,0.799,76.337,12.98038006,8.267954508,45712.943,High
Bahrain,0.795,76.56,12.56597996,8.234276772,45712.9919,High
Bahrain,0.791,76.931,12.15157986,8.200599035,45664.45993,High
Bahrain,0.794,77.156,12.40688992,8.166921298,45300.72249,High
Bahrain,0.8,77.634,12.65253201,8.133243561,46035.82655,Very High
Bahrain,0.803,78.084,12.8981741,8.099565824,44742.87699,Very High
Bahrain,0.803,78.461,13.14381618,8.065888087,40494.84868,Very High
Bahrain,0.807,78.748,13.38945827,8.03221035,41243.30109,Very High
Bahrain,0.812,78.89,13.63510036,8.247186979,39814.25241,Very High
Bahrain,0.827,79.081,14.04588032,8.462163607,46027.82681,Very High
Bahrain,0.839,79.246,14.66265011,8.677140236,46836.14835,Very High
Bahrain,0.839,79.328,14.44705963,8.892116865,46483.23369,Very High
Bahrain,0.859,79.405,16.06879997,9.107093493,45765.10722,Very High
Bahrain,0.862,79.557,16.04701996,9.322070122,45850.56256,Very High
Bahrain,0.867,79.689,16.06158066,9.586489677,46185.09071,Very High
Bahrain,0.88,79.857,16.06510925,10.54808998,46224.43292,Very High
Bahrain,0.888,80.019,16.43700027,10.79733992,46857.13387,Very High
Bahrain,0.884,79.174,16.39122709,11.04658985,44780.53541,Very High
Bahrain,0.884,78.76,16.3454539,11.04658985,46757.30276,Very High
Bahrain,0.888,79.246,16.29968071,11.04658985,48731.44564,Very High
Bangladesh,0.399,55.989,5.540100098,3.294752292,1771.688554,Low
Bangladesh,0.397,54.154,5.742722766,3.399163456,1798.660986,Low
Bangladesh,0.416,57.635,5.945345434,3.50357462,1866.833172,Low
Bangladesh,0.423,57.927,6.147968102,3.607985785,1922.69547,Low
Bangladesh,0.431,58.617,6.350590769,3.712396949,1968.361761,Low
Bangladesh,0.44,59.467,6.553213437,3.816808113,2028.477204,Low
Bangladesh,0.446,59.492,6.755836105,3.909618037,2073.218801,Low
Bangladesh,0.458,61.427,6.958458773,4.00242796,2131.335897,Low
Bangladesh,0.473,63.917,7.161081441,4.095237884,2200.008762,Low
Bangladesh,0.487,66.228,7.363704109,4.188047808,2263.311054,Low
Bangladesh,0.491,65.779,7.566326777,4.280857732,2342.487219,Low
Bangladesh,0.498,66.135,7.768949445,4.396870136,2410.183801,Low
Bangladesh,0.505,66.612,7.971572113,4.477070141,2478.738954,Low
